,Tweets,Sentiment,compound_score,Negative_percentage,Neutral_precentage,Positive_percentage,Negative_score,Neutral_score,Positive_score
10954,It`s car crash tv at it`s worst.,negative,-0.7783,57.599999999999994,42.4,0.0,0.576,0.424,0.0
10955,Digging a downloaded film with mi familia. We love iTunes,positive,0.6369,0.0,68.2,31.8,0.0,0.682,0.318
10956,Bed. Church in the morning. Happy mothers day,positive,0.5719,0.0,65.4,34.599999999999994,0.0,0.654,0.346
10957,shouts out to  and ,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10958,Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to read,positive,0.5859,0.0,80.60000000000001,19.400000000000002,0.0,0.806,0.194
10959, Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.),positive,0.4926,0.0,84.89999999999999,15.1,0.0,0.849,0.151
10960, i`m doing awesome! Rachel N had a bday party today  it was fun. Btw have you seen  Sam`s prom pix? They`re GORGEOUS!,positive,0.947,0.0,53.900000000000006,46.1,0.0,0.539,0.461
10961,"2 days of this month left, and I only have 400MB left on my onpeak downloads.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10962,"@_dritan Dam you, I want an #android, stupid only rogers",negative,-0.4767,26.8,63.0,10.2,0.268,0.63,0.102
10963, Ozzy isn`t following you yet,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10964,  what`s that? The sun? No sign here,negative,-0.3736,29.9,70.1,0.0,0.299,0.701,0.0
10965,Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,positive,0.5374,0.0,77.60000000000001,22.400000000000002,0.0,0.776,0.224
10966,Blah. Work at job one all day and job two all night.,negative,-0.1027,11.3,88.7,0.0,0.113,0.887,0.0
10967,ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****,negative,-0.5106,22.1,68.4,9.5,0.221,0.684,0.095
10968,Finishing up my last Friday at Olive Crest,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10969, everything okay?,positive,0.2263,0.0,34.5,65.5,0.0,0.345,0.655
10970,The puppy is sick  and some one put they hands on my momma >:-|,negative,-0.5106,20.200000000000003,79.80000000000001,0.0,0.202,0.798,0.0
10971,is it normal for a masseusse to fully massage your buttocks? I swear she was a quarter inch from a medical exam..,negative,-0.0516,5.4,94.6,0.0,0.054,0.946,0.0
10972,"  Well, I still can`t wait for the one shot.",positive,0.2732,0.0,79.2,20.8,0.0,0.792,0.208
10973,_ If I called your cell phone would you let me talk to your teacher?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10974,Dang I just realized how bad my eyes have gotten,negative,-0.5423,28.000000000000004,72.0,0.0,0.28,0.72,0.0
10975,"  Yes. But, Cute AND Predictable works for you...",positive,0.705,0.0,50.6,49.4,0.0,0.506,0.494
10976, _hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10977," thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",positive,0.2263,9.1,77.60000000000001,13.200000000000001,0.091,0.776,0.132
10978,is maxin and relaxin... ahhh,positive,0.4019,0.0,59.699999999999996,40.300000000000004,0.0,0.597,0.403
10979,Having dinner at Jiuliani`s with family YUM!!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10980,I want some cheese fries from fontanas.,positive,0.0772,0.0,82.19999999999999,17.8,0.0,0.822,0.178
10981,Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,positive,0.7269,0.0,76.4,23.599999999999998,0.0,0.764,0.236
10982, IronPython + Windows Mobile is a no-go. Compact Framework doesn`t support Reflection.Emit.,positive,0.4019,0.0,80.30000000000001,19.7,0.0,0.803,0.197
10983, That just means you were not trying hard enought,positive,0.0762,0.0,86.1,13.900000000000002,0.0,0.861,0.139
10984, aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it`s about,negative,-0.1779,6.4,93.60000000000001,0.0,0.064,0.936,0.0
10985,Whats is up with me! I am spilling everything,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10986, lame,negative,-0.4215,100.0,0.0,0.0,1.0,0.0,0.0
10987,"Our jazz band freakin` KICKED ****!! Good job, team!",positive,0.5826,0.0,67.9,32.1,0.0,0.679,0.321
10988,"Depressing day today, have to pack as leaving ridiculously early tomoro.",negative,-0.6124,35.699999999999996,64.3,0.0,0.357,0.643,0.0
10989," yeah, its super **** today   Stupid writing!  ugh",negative,-0.1007,39.1,24.099999999999998,36.8,0.391,0.241,0.368
10990,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10991,should be going to bed but cannot sleep right now.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10992,"writing out mother`s day cards to mom, aunts, and AMYYYY can`t wait for her to be a mommy",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10993, haha they might! good luck if you`re taking it as well  i`m hoping I get a 1 for putting my name down,positive,0.92,0.0,54.7,45.300000000000004,0.0,0.547,0.453
10994," ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march",positive,0.5123,19.5,52.800000000000004,27.700000000000003,0.195,0.528,0.277
10995,_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!,negative,-0.308,13.100000000000001,86.9,0.0,0.131,0.869,0.0
10996,Today I`m lonley girl with a guitar,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10997, my tvs not working  i wanna watch vhits :`(,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10998, morning to u,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
10999, Yes I do! And I`m still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,negative,-0.4421,15.7,75.1,9.2,0.157,0.751,0.092
11000,"two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado",negative,-0.5216,14.399999999999999,85.6,0.0,0.144,0.856,0.0
11001,"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention",negative,-0.0772,7.1,92.9,0.0,0.071,0.929,0.0
11002,argh! why why why,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11003,Happy Birthday husband,positive,0.5719,0.0,35.099999999999994,64.9,0.0,0.351,0.649
11004,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11005,would love to say TGIF but working at 6am tomorrow,positive,0.6269,0.0,61.0,39.0,0.0,0.61,0.39
11006, is it for dinner? the amount for dinner ones is greater than say an afternoon snack. a pack for the day is prob ok.,positive,0.3612,0.0,90.2,9.8,0.0,0.902,0.098
11007," sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause",negative,-0.1531,5.6000000000000005,94.39999999999999,0.0,0.056,0.944,0.0
11008,  I wish I could go. See ya at Warped for sure tho!,positive,0.6476,0.0,65.4,34.599999999999994,0.0,0.654,0.346
11009,up and listening to The Monsters.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11010, haha i wish i could! I look like a little boy now,positive,0.8172,0.0,51.5,48.5,0.0,0.515,0.485
11011,The time Is 3.50am and if finished my essay  I can have Sunday off  woop,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11012,had fun at chel`s with nicole and cried watching benjamin button   exciting night i must say,positive,0.5994,11.799999999999999,58.8,29.4,0.118,0.588,0.294
11013, dinner appointment tonight,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11014, I already know what happens on Supernatural.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11015," Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",positive,0.3182,0.0,90.5,9.5,0.0,0.905,0.095
11016,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",positive,0.9241,0.0,54.50000000000001,45.5,0.0,0.545,0.455
11017," i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative,-0.2006,30.7,42.0,27.3,0.307,0.42,0.273
11018,HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,positive,0.7437,0.0,62.9,37.1,0.0,0.629,0.371
11019,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",positive,0.501,0.0,84.2,15.8,0.0,0.842,0.158
11020, anything!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11021,"Oops, forgot we are having a barbecue at work today! I didn`t need to pack a lunch after all",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11022, RogÃ¯Â¿Â½rio Minotouro will fight now!,negative,-0.4389,42.0,57.99999999999999,0.0,0.42,0.58,0.0
11023,hurray twin girls born on this beautiful May day,positive,0.8528,0.0,45.7,54.300000000000004,0.0,0.457,0.543
11024,I really need to update this more.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11025, eww  What r u doing atm?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11026," ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don`t know!",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11027, i think  missed me tooo,negative,-0.296,35.5,64.5,0.0,0.355,0.645,0.0
11028,I want korean bbq so baddd but no one can come with me,negative,-0.467,20.8,71.7,7.5,0.208,0.717,0.075
11029,is wondering what happened to all those froggies at the potato farm!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11030,"_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !",positive,0.165,7.3,83.0,9.700000000000001,0.073,0.83,0.097
11031, Yay! Tell her I said congrats,positive,0.7959,0.0,36.1,63.9,0.0,0.361,0.639
11032," DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11033,huh? its 1 am already? shucks,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11034,Had an awesome lunch with the family & now dinner with the in-laws,positive,0.6249,0.0,74.5,25.5,0.0,0.745,0.255
11035, I need them  It would`ve made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11036,  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11037, It`d be really hard to give up my chocolate while reading.  Does chocolate count as a food?,negative,-0.1761,9.6,90.4,0.0,0.096,0.904,0.0
11038, I`m good! thx.  and how are u? what are u doing?,positive,0.7229,0.0,59.8,40.2,0.0,0.598,0.402
11039,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,positive,0.471,6.1,79.9,14.000000000000002,0.061,0.799,0.14
11040, i`ll do whatev but i dont have anything to wear,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11041," i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",positive,0.8934,0.0,60.6,39.4,0.0,0.606,0.394
11042,I`m Back and I see I missed Truck and Fish on ,negative,-0.296,18.0,82.0,0.0,0.18,0.82,0.0
11043," If a Cong govt was ruling Karnataka, Cauvery wouldn`t have found a mention  Truly, our politicians have no integrity.",positive,0.1818,9.9,77.0,13.100000000000001,0.099,0.77,0.131
11044,asda ready meal - i don`t think i`ll ever be the same again,positive,0.3612,0.0,82.8,17.2,0.0,0.828,0.172
11045, does that mean your going to block me?,negative,-0.4404,29.299999999999997,70.7,0.0,0.293,0.707,0.0
11046," haha, def. That song is EPIC, have fun  i`m listening to new FNB",positive,0.743,0.0,63.6,36.4,0.0,0.636,0.364
11047,ugh. I totally can`t sleep.,negative,-0.4215,41.199999999999996,58.8,0.0,0.412,0.588,0.0
11048," Nerves I think, Im not sure",negative,-0.3318,45.7,54.300000000000004,0.0,0.457,0.543,0.0
11049,Home Sweet home <3  Going to see Hannah Montana The Movie AGAIN today <3 DDD,positive,0.8316,0.0,57.699999999999996,42.3,0.0,0.577,0.423
11050,Home lost the baseball game by 1 friggin` point!  Now I`m gonna scrap.,negative,-0.3802,17.8,82.19999999999999,0.0,0.178,0.822,0.0
11051,"went on a ride to tortilla flats this morning with , a little warm, but a nice ride none the less",positive,0.6128,0.0,79.2,20.8,0.0,0.792,0.208
11052, whahahah thank you,positive,0.3612,0.0,44.4,55.60000000000001,0.0,0.444,0.556
11053," READY!!!!!  ... I`ve heard Bobo probobly 100 times , also BoboByeBye!!",positive,0.6598,0.0,69.39999999999999,30.599999999999998,0.0,0.694,0.306
11054, was there yet another semi final tonight?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11055,"Well, I made the list look better, but I can`t do anything about the number pictures, since I already closed that tab.",positive,0.4497,0.0,79.3,20.7,0.0,0.793,0.207
11056,watching keeping up with the kardashian on youtube,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11057,"  Good morning, gents!  How are ya today?",positive,0.4926,0.0,65.3,34.699999999999996,0.0,0.653,0.347
11058,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11059," it`s ok.  I`ll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",positive,0.6307,0.0,77.8,22.2,0.0,0.778,0.222
11060,"dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home",positive,0.3412,0.0,91.8,8.200000000000001,0.0,0.918,0.082
11061,Miley Stevens - Waterhouse is at Jhy`s house  http://apps.facebook.com/catbook/profile/view/6402509,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11062," OHMIGOD, I would have loved that. Alas, there was just lots of gun play. No dancing",positive,0.1531,27.900000000000002,45.800000000000004,26.3,0.279,0.458,0.263
11063,"home=san diego, why did the san jose weather fallow me",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11064,Another day I haven`t got time to play plus it`s raining and chilly And also have a headache - WTH? . . going back to sulking mode.,negative,-0.6408,20.1,72.7,7.3,0.201,0.727,0.073
11065,Come on guys tell me how much your theater charges!!! I want to know if mine is fair and/or average!  Me and hubby are having a discussion,positive,0.3956,6.800000000000001,77.8,15.4,0.068,0.778,0.154
11066," Thanks hun, it was great",positive,0.7906,0.0,30.0,70.0,0.0,0.3,0.7
11067, wud like to. But I actually have a free weekend this time and family is visiting. so I`m staying put. next time,positive,0.7351,0.0,76.3,23.7,0.0,0.763,0.237
11068,ticked off cause i can`t go see 'drag me to hell' with melissa and amber. staying home on a friday night is NOT my thing.,negative,-0.8519,29.7,70.3,0.0,0.297,0.703,0.0
11069,_ary aaaww fall for you of courseeee,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11070, going to sleep? why so early? Good night!,positive,0.59,0.0,64.60000000000001,35.4,0.0,0.646,0.354
11071,_A i have but you know it`s not that easy..,negative,-0.4782,25.7,74.3,0.0,0.257,0.743,0.0
11072,Ugh cant sleep on  this bus.  still have like 5 hours,negative,-0.0772,19.6,62.9,17.5,0.196,0.629,0.175
11073,Peeps! Me blackberry messenger is kwijt..  no pinging :p,negative,-0.4993,37.7,62.3,0.0,0.377,0.623,0.0
11074," But I don`t wanna ruin it  Can`t I do it `spontaneously` first on paper, then copy that spontaneity onto the book? Please?!",negative,-0.5996,20.3,69.39999999999999,10.2,0.203,0.694,0.102
11075,wnna take a bath!!!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11076, you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!,positive,0.7482,0.0,78.8,21.2,0.0,0.788,0.212
11077, it was Lies. and my fav song is not alone from room on the 3rd floor,positive,0.2359,13.600000000000001,63.3,23.1,0.136,0.633,0.231
11078,wishing I was attending #beatweetup I even bought a badge,positive,0.2263,0.0,82.6,17.4,0.0,0.826,0.174
11079, awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,positive,0.8002,5.3,72.3,22.400000000000002,0.053,0.723,0.224
11080,LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11081,Although it is becoming Tuesday (soon) in New Zealand  *  _starla    H... ? http://blip.fm/~5jhim,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11082,_writes i`ve been wanting it for 2 years LOL...that and a HD camcorder,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11083,_Yavanna me too. she`s everywhere...,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11084,holiday again,positive,0.4019,0.0,27.0,73.0,0.0,0.27,0.73
11085, Unfortunately I`m not  - someone`s squatting on that,negative,-0.34,25.5,74.5,0.0,0.255,0.745,0.0
11086,Just downloaded twitterberry. My life is now even MORE convenient.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11087,Where`s  poss   i miss him,negative,-0.1531,28.599999999999998,71.39999999999999,0.0,0.286,0.714,0.0
11088, shweeeeet!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11089," it could be a bad idea, Hayley",negative,-0.5423,36.8,63.2,0.0,0.368,0.632,0.0
11090," I don`t say it, I KNOW it.  Because I`m just good like that",positive,0.6597,0.0,67.10000000000001,32.9,0.0,0.671,0.329
11091," Vancouver, so classy.  #canucks",positive,0.4927,0.0,48.4,51.6,0.0,0.484,0.516
11092, bahahaha. I love Gabriel - absolutely **** hilarious!!!,positive,0.8424,0.0,42.699999999999996,57.3,0.0,0.427,0.573
11093," yeah, NO. I already called to ask.",positive,0.296,0.0,73.2,26.8,0.0,0.732,0.268
11094, thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,negative,-0.4841,17.9,82.1,0.0,0.179,0.821,0.0
11095, wish i coulda been there,positive,0.4019,0.0,59.699999999999996,40.300000000000004,0.0,0.597,0.403
11096," I`ll be right over, save me a slice",positive,0.4939,0.0,68.60000000000001,31.4,0.0,0.686,0.314
11097,"'Thick as pig **** - went to Oxford' - Helena`s (Cantab) friend`s description of me to her boyfriend, yesterday...",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11098,@_Esme_Cullen_  I`m taking a million songs from your blip.fm station thing. Sorry,negative,-0.0772,10.6,89.4,0.0,0.106,0.894,0.0
11099, wtf pogs are back too?,negative,-0.5859,48.699999999999996,51.300000000000004,0.0,0.487,0.513,0.0
11100,"is chillin` with my hangover, hollyoaks and a plate of chips....sunday mornings",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11101,My preorder of the Razer Sphex shipped today. I`ll be paying to review it because Razer is ignoring my emails,negative,-0.4019,12.4,87.6,0.0,0.124,0.876,0.0
11102,@__Jazz__  nope. Back to 8weeks .... *sigh*,neutral,0.0258,0.0,84.5,15.5,0.0,0.845,0.155
11103, what`s follow Friday?? Lol.,positive,0.4871,0.0,48.699999999999996,51.300000000000004,0.0,0.487,0.513
11104,forgot my lunch and no one else is ordering stuff  boooooo!,negative,-0.3595,19.900000000000002,80.10000000000001,0.0,0.199,0.801,0.0
11105,Well that exam rocked...one more to go - the one we`ve all been dreading! Bit of revision tonight before work tomorrow,negative,-0.3802,14.899999999999999,76.6,8.5,0.149,0.766,0.085
11106,Woo hoo party over here. Its gonna be fun,positive,0.8442,0.0,39.7,60.3,0.0,0.397,0.603
11107,_x Who Else do you Loveee?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11108,Aaahhh I`m just so busy. Sorry everyone.,negative,-0.1477,20.8,79.2,0.0,0.208,0.792,0.0
11109,Sitting on the bed NOT wanting to go to work,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11110,in Mallorca. Want to play guitar   When i come home I`m going to buy the mcfly dvd first :]],positive,0.4019,0.0,82.1,17.9,0.0,0.821,0.179
11111,Chatting w/ Calyx.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11112," I forget, are you in Edinburgh? Check out EdinburghAC.org.uk",negative,-0.2263,19.2,80.80000000000001,0.0,0.192,0.808,0.0
11113,Good morning everyone  It`s a nice day #iloveitwhen the sun is shining. And now I`m going to write some stuff,positive,0.6908,0.0,75.9,24.099999999999998,0.0,0.759,0.241
11114, Do U have a Morrisons near u?? Their chemist should be open!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11115,"****, I cut my finger!",negative,-0.3382,37.4,62.6,0.0,0.374,0.626,0.0
11116,  Some peoples kids..,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11117,Friday night has gone too quickly   My bottle`s gone for tomorrow.. come on Everton,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11118, Happy Mothers Day!,positive,0.6114,0.0,33.4,66.60000000000001,0.0,0.334,0.666
11119,"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice.",positive,0.6124,0.0,83.3,16.7,0.0,0.833,0.167
11120," hey dougie, just thought i would tell you that your gig in edinburgh got a brilliant review in the scottish sunday mail  ****",positive,0.5859,0.0,85.3,14.7,0.0,0.853,0.147
11121,i feel so bad when the kid is sick,negative,-0.8312,52.7,47.3,0.0,0.527,0.473,0.0
11122, tweet us a story  X,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11123,Luv you sissy,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11124,-- Omg I can`t believe jay leno is going off the air  I HATE CONAN O`BRIAN,negative,-0.6633,22.8,77.2,0.0,0.228,0.772,0.0
11125,"Bored and kinda lonely, my parents went up to the lake. I didn`t have a friend to bring up so i knew i was bored and didn`t go.",negative,-0.2975,19.1,71.39999999999999,9.5,0.191,0.714,0.095
11126, Maybe something`s just wrong with my phone...it`s still not working,negative,-0.4767,25.6,74.4,0.0,0.256,0.744,0.0
11127,just came bak from dancing with my NEEWWWW cd  haha im dancing again,positive,0.4588,0.0,80.0,20.0,0.0,0.8,0.2
11128,"on later than normal this morning, got attacked by a swarm of mini fly`s after opening the veranda last night took an hour to get rid!!",negative,-0.555,12.5,87.5,0.0,0.125,0.875,0.0
11129,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes",positive,0.296,8.1,77.8,14.2,0.081,0.778,0.142
11130," ok, so I`m replying!  happy mothers day, indeed!",positive,0.6755,0.0,60.6,39.4,0.0,0.606,0.394
11131,I no longer have a ticket for ny,negative,-0.296,23.9,76.1,0.0,0.239,0.761,0.0
11132, me too! Yay he got in. And the other kid who cries a lot,positive,0.2481,14.7,65.2,20.1,0.147,0.652,0.201
11133,Birthday Girl ?  blessed to live another year & celebrate with loved ones,positive,0.91,0.0,46.5,53.5,0.0,0.465,0.535
11134, ooohhhhh - sorry  So sad - never noticed the dollar signs! #oxteach,negative,-0.6791,35.8,64.2,0.0,0.358,0.642,0.0
11135,"videos will be frozen until actual views catch up to the published,  artificial, view count - OOFM was already frozen when we got to it",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11136, uh oh u gonna fire somebody??,negative,-0.4137,35.6,64.4,0.0,0.356,0.644,0.0
11137,Why is no one online?,negative,-0.296,35.5,64.5,0.0,0.355,0.645,0.0
11138," Yes, dahling... you are definitely one awesome tweep.   I`m sending love and kindness across the ocean to you!",positive,0.9516,0.0,43.3,56.699999999999996,0.0,0.433,0.567
11139, U r welcome pal  u truly deserve 2 be followed,positive,0.7096,0.0,57.599999999999994,42.4,0.0,0.576,0.424
11140, call me later so i can tell you all about the weekend. Easier over phone.,positive,0.4215,0.0,83.3,16.7,0.0,0.833,0.167
11141,just drove with my mom and brynn. my mom said im the worst driver EVER...really??,negative,-0.6662,24.2,75.8,0.0,0.242,0.758,0.0
11142, Good to know I`m not alone in my confusion,positive,0.3485,17.1,46.7,36.1,0.171,0.467,0.361
11143,"forgot my macbook`s recharger, that means nothing but Pratchett for me today",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11144," Rt/WestCoastGal88 - It`s the facial hair, they both need to shave  [Jr and JJ]",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11145,"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",positive,0.7906,0.0,61.9,38.1,0.0,0.619,0.381
11146,is feeling so bored... i miss school time,negative,-0.4775,41.5,45.0,13.5,0.415,0.45,0.135
11147, NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11148,just bought a magazine,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11149,sunniest week for ages....and exams,positive,0.5267,0.0,54.1,45.9,0.0,0.541,0.459
11150,_ haha PHEW!  i`ve never said that before,positive,0.5093,0.0,68.0,32.0,0.0,0.68,0.32
11151, yeah I know it`s so stupid !!!!!!! There no jobs I mean come on,negative,-0.7604,36.9,52.5,10.5,0.369,0.525,0.105
11152, You really think it was that awesome? We`ll have to discuss,positive,0.6249,0.0,70.89999999999999,29.099999999999998,0.0,0.709,0.291
11153, seriously?? link plzz,negative,-0.264,50.7,49.3,0.0,0.507,0.493,0.0
11154,"oh dear, they selected the worst bit for highlight for soprano guy",neutral,-0.0258,22.7,49.7,27.6,0.227,0.497,0.276
11155,"  yeah I saw, looks like hard work, But I would know  whats upp handsome",positive,0.7543,6.4,53.1,40.6,0.064,0.531,0.406
11156,I only hve 9followers,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11157,Fast & Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,positive,0.824,13.200000000000001,46.400000000000006,40.400000000000006,0.132,0.464,0.404
11158,at home with her fam  see you in CoMo tomorrow!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11159," I have a question for you, Ali.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11160,"for some strange reason, `paranoid` sounds like U2. but i love them too, so it`s aaaaall good.",positive,0.8978,10.9,45.0,44.2,0.109,0.45,0.442
11161, Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,positive,0.0772,0.0,94.89999999999999,5.1,0.0,0.949,0.051
11162,"Drop the girl she`s only got it for your heart she`s sure to leave broke and bleeding, and you know she`ll turn her back on you.  I lo ...",positive,0.34,16.7,65.60000000000001,17.8,0.167,0.656,0.178
11163,Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,negative,-0.5574,15.0,85.0,0.0,0.15,0.85,0.0
11164,"Headache is gone,thank god!Time for tea i think",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11165,"right im off for a shower my little treasures, ill see you later on",neutral,-0.0038,14.799999999999999,70.5,14.7,0.148,0.705,0.147
11166,"  haha, i was crying  ****",neutral,-0.0258,34.1,33.0,33.0,0.341,0.33,0.33
11167,Neil just picked me up for the show. My tailights out  cause of heartless hit and run.,negative,-0.4939,16.7,83.3,0.0,0.167,0.833,0.0
11168, indeed,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11169,Last night in Chicago!  Making it one for the record books. Wrigley most likely? See you there?!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11170,Just booked some tickets for Jessicaaaa.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11171,Guy coming to see my car is late,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
